"Lon";"Lat"
"9001";10.42466;42.70707
"9051";10.41305;42.70888
"9071";10.33194;43.47166
"9211";24.84;39.52
"9231";12.30018;37.91211
"9351";23.85;39.13
"9381";10.33345;43.47037
"9421";11.86098;42.01795
"9501";10.2041;42.80859
"9561";18.35583;39.74188
"9801";15.76853;39.87171
"9861";15.27202;40.03296
"9901";9.48915;41.22143
"9911";23.8589992523193;39.1319999694824
"9991";12.05051;36.80136
"10041";11.08211;42.41836
"10101";11.18858;42.36152
"10111";9.20833333333333;41.2916666666667
"10321";10.92735;42.35521
"10401";10.32082;42.73392
"10441";9.52637;44.20707
"10531";10.88025;42.3888
"10641";8.60019;41.96685
"10661";14.2291;45.1509
"10721";10.33346;43.47066
"10751";10.31846;42.31808
"10841";11.08113;42.41808
"10871";12.05331;36.79768
"10951";10.33166;43.47055
"11021";12.27197;37.91113
"11091";13.5382;38.1133
"11221";10.33172;43.47184
