"Lon";"Lat"
"9541";-4.155448;50.33441
"9661";-2.366053;49.4018
"9691";-5.066005;50.06667
"9701";-8.899847;42.235177
"9731";-4.652847;51.1637
"9781";-1.91492;49.28022
"9811";-5.028887;50.13322
"9831";-6.247173;49.96667
"9861";-2.549634;49.42318
"9881";-5.0409273;50.050151
"9921";-2.169466;49.71779
"9931";-6.253339;49.93616
"10031";-6.306594;49.96863
"10051";-5.051437;50.14603
"10061";-4.061897;50.29215
"10071";-6.254165;49.9675
"10121";-4.135636;50.33822
"10191";-3.981411;50.22432
"10221";-2.044644;49.2383
"10231";-2.081162;49.2405
"10311";-5.08986;50.02815
"10321";-2.08075;49.24067
"10331";-5.077504;50.09433
"10341";-6.242837;49.95783
"10351";-2.081245;49.24098
"10371";-6.273996;49.92966
"10421";-5.071036;50.08331
"10461";-2.369995;49.40003
"10471";-3.776329;50.22929
"10481";-5.407743;50.24126
"10491";-6.259499;49.93567
"10591";-6.307506;49.96666
"10601";-6.255006;49.96833
"10611";-6.246672;49.96716
"10621";-5.054855;50.05408
"10631";-4.00586;48.75963
"10651";-5.681897;43.545396
"10701";-4.901636;50.19852
"10751";-6.273838;49.92316
"10781";-6.253334;49.938
"10841";-2.369522;49.44515
"10861";-2.118832;49.252
"10881";-6.261488;49.93467
"10891";-5.051451;50.1458
"10911";-5.0742127;50.068165
"10921";-2.353377;49.41572
"10961";-4.188599;50.32308
"11011";-2.417728;49.47001
"11061";-6.272164;49.97667
"11091";-4.128401;50.33733
"11141";-2.079304;49.23852
"11181";-3.982238;50.22432
"11241";-1.939367;49.27923
"11271";-6.275802;49.97254
"11301";-2.179919;49.73093
"11311";-5.030241;50.14578
"11371";-4.15674;50.36045
"11451";-6.252477;49.93666
"11501";-4.056917;47.793583
"11521";-2.358744;49.40132
"11551";-6.299703;49.93829
"11571";-2.157341;49.72797
"11581";-5.052348;50.16319
"11661";-6.28898;49.936447
"11781";-2.416431;49.47005
"11801";-6.251501;49.9365
"11831";-6.275033;49.92312
"11861";-5.023823;50.153
"11931";-2.238133;49.1781
"12111";-6.253331;49.96816
"12181";-4.11184;50.30487
"12201";-2.257692;49.72677
"12241";-4.668372;51.19646
"12251";-6.275776;49.92946
"12291";-5.1449704;50.098085
"12311";-6.274591;49.92944
"12341";-8.78416666666667;41.4877777777778
"12411";-2.352915;49.41667
"12431";-5.051752;50.04392
"12441";-5.270694;49.99711
"12461";-4.266995;50.18477
"12501";-2.016574;49.20925
"12511";-5.087587;50.10011
"12521";-5.041977;50.04455
"12531";-4.339995;50.20967
"12551";-6.260557;49.94496
"12581";-6.27166;49.928
"12651";-6.261662;49.93333
"12691";-6.390503;49.9485
"12701";-5.0475596;50.044579
"12751";-6.253166;49.96866
"12781";-5.066772;50.14153
"12801";-7.7;43.75
"12821";-4.585767;48.638567
"12861";-6.286535;49.97838
"12871";-6.242514;49.95701
"12931";-5.0922853;50.088375
"13001";-8.85222222222222;41.6969444444444
"13031";-2.176422;49.71355
"13051";-6.24317;49.95717
"13081";-4.188333;50.32433
"13121";-2.197174;49.17244
"13151";-6.299212;49.9797
"13171";-2.066031;49.24643
"13321";-1.9501;49.02017
"13341";-6.263507;49.96934
"13371";-2.288163;49.72116
"13401";-3.773426;50.22664
"13471";-2.346764;49.44756
"13511";-4.163653;50.36035
"13551";-3.98005;50.22397
"13571";-4.65022;51.16429
"13691";-2.541331;49.418
"13701";-6.38034;49.95867
"13761";-6.297581;49.97707
"13831";-3.210717;47.661117
"13911";-5.017832;50.1488
"3212";-4.10127;50.31743
"3312";-5.05897;51.6544
"11312";-3.85884;50.26175
"17611";-1.22811;49.71052
"17711";-1.36646;49.70563
"3352";-4.12713;50.33669
"3362";-3.607023;50.31902
"3422";-6.30588;49.96911
"3462";-6.245409;49.94406
"4482";-1.36057;50.60042
"4502";-6.30513;49.97634
"4522";-6.28171;49.94841
"4532";-5.04065;50.14506
"4542";-5.12006;50.09618
"4562";-6.26047;49.9447
"4572";-6.31315;49.92565
"4582";-5.07376;50.09382
"4602";-5.11878;50.09801
"4652";-6.29678;49.97665
"4672";-5.0151;50.13943
"4682";-6.34988;49.96207
"4692";-4.65231;51.16379
"4732";-5.0869;50.10246
"4862";-4.66698;51.19494
"4892";-4.1366;50.33792
"4902";-5.06557;50.14081
"5232";-6.26031;49.9429
"5322";-3.69339;50.20402
"5382";-4.1527;50.35202
"5482";-5.02293;50.15272
"5722";-4.65225;51.16289
"5832";-5.0137;50.13947
"6032";-5.05596;50.14376
"6232";-4.66703;51.19583
"6302";-5.08108;50.09902
"6442";-5.07028;50.08311
"6642";-4.15588;50.36005
"7082";-5.08673;50.09977
"7542";-5.07655;50.09374
"8222";-3.75547;50.21569
"8262";-3.69202;50.20494
"8572";-5.07806;50.0955
"8592";-5.06289;50.14268
"8992";-4.20035;50.33359
"9002";-5.05241;50.044
"9013";-5.06355;50.0653
"9022";-5.03952;50.03894
"9032";-4.12449;50.34984
"9062";-5.0231;50.15542
"9072";-5.04823;50.04411
"9092";-4.17889;50.34074
"9103";-6.2451;49.94436
"9122";-6.27302;49.92894
"9132";-5.0844;50.10703
"9152";-5.05163;50.16367
"9192";-4.6495;51.16475
"9213";-4.1291;50.35875
"9222";-6.286;49.93386
"9232";-5.28588;49.96475
"9242";-6.36109;49.94725
"9252";-5.09319;50.0915
"9262";-6.27671;49.9234
"9272";-6.27587;49.92973
"9282";-6.29849;49.98018
"9292";-6.29817;49.9766
"9313";-4.90645;50.19438
"9332";-6.36247;49.96249
"9342";-3.77272;50.22712
"9372";-6.30571;49.96732
"9413";-6.27409;49.9253
"9422";-6.34833;49.96033
"9462";-6.29686;49.97755
"9532";-5.1309;50.00503
"9542";-6.2503;49.95587
"9552";-5.02903;50.16066
"9562";-4.15474;50.33489
"9592";-6.36101;49.94635
"9602";-5.70762;50.13466
"9613";-3.77562;50.22977
"9622";-6.2729;49.94334
"9642";-6.27441;49.92889
"9652";-6.28582;49.97885
"9672";-6.358;49.92847
"9702";-4.19661;50.32871
"9722";-5.02952;50.14626
"9732";-6.25908;49.94475
"9742";-6.27147;49.95869
"9752";-4.15423;50.35469
"9762";-6.31299;49.92386
"9772";-5.26997;49.99759
"9782";-5.01655;50.1403
"9813";-5.11901;50.1016
"9832";-5.186;49.97294
"9892";-5.08201;50.11339
"9902";-6.27448;49.92978
"9913";-6.32091;49.98115
"9922";-6.27873;49.93053
"9972";-5.07475;50.08749
"9982";-5.08411;50.10254
"10032";-6.27417;49.9262
"10042";-4.1334;50.36047
"10072";-5.01712;50.14928
"10082";-4.12465;50.35343
"10092";-5.52663;50.09082
"10132";-5.07812;50.0964
"10142";-3.79166666666667;50.2083333333333
"10162";-6.29898;49.93877
"10192";-5.08914;50.02864
"10222";-6.29253;49.97591
"10242";-4.96299;50.15697
"10272";-2.18722;50.61461
"10282";-6.39592;49.94683
"10292";-6.38415;49.94008
"10302";-4.12617;50.3561
"10313";-4.15177;50.33135
"10322";-3.77419;50.2289
"10332";-4.16294;50.36082
